"臺東縣臺東市	上海街"
"臺東縣臺東市	大仁路"
"臺東縣臺東市	大正路"
"臺東縣臺東市	大同路"
"臺東縣臺東市	大孝路"
"臺東縣臺東市	大和路"
"臺東縣臺東市	大忠路"
"臺東縣臺東市	大勇路"
"臺東縣臺東市	大順路"
"臺東縣臺東市	大業路"
"臺東縣臺東市	大道路"
"臺東縣臺東市	大德路"
"臺東縣臺東市	大學路"
"臺東縣臺東市	山西路"
"臺東縣臺東市	中山路"
"臺東縣臺東市	中央路"
"臺東縣臺東市	中正路"
"臺東縣臺東市	中華路"
"臺東縣臺東市	中興"
"臺東縣臺東市	中興路"
"臺東縣臺東市	五權街"
"臺東縣臺東市	仁一街"
"臺東縣臺東市	仁七街"
"臺東縣臺東市	仁二街"
"臺東縣臺東市	仁二路"
"臺東縣臺東市	仁八街"
"臺東縣臺東市	仁三街"
"臺東縣臺東市	仁三路"
"臺東縣臺東市	仁五街"
"臺東縣臺東市	仁六街"
"臺東縣臺東市	仁安街"
"臺東縣臺東市	仁和街"
"臺東縣臺東市	仁昌街"
"臺東縣臺東市	仁愛街"
"臺東縣臺東市	仁義北路"
"臺東縣臺東市	仁德街"
"臺東縣臺東市	太原路"
"臺東縣臺東市	文山路"
"臺東縣臺東市	文化公園路"
"臺東縣臺東市	文化街"
"臺東縣臺東市	文化路"
"臺東縣臺東市	文心街"
"臺東縣臺東市	文昌街"
"臺東縣臺東市	文昌路"
"臺東縣臺東市	北平街"
"臺東縣臺東市	北安路"
"臺東縣臺東市	四川路"
"臺東縣臺東市	四維路"
"臺東縣臺東市	平等街"
"臺東縣臺東市	正氣北路"
"臺東縣臺東市	正氣路"
"臺東縣臺東市	民安街"
"臺東縣臺東市	民航路"
"臺東縣臺東市	永安街"
"臺東縣臺東市	永福路"
"臺東縣臺東市	永樂路"
"臺東縣臺東市	甘泉街"
"臺東縣臺東市	甘泉路"
"臺東縣臺東市	光明路"
"臺東縣臺東市	光復路"
"臺東縣臺東市	光榮街"
"臺東縣臺東市	合江路"
"臺東縣臺東市	吉林路"
"臺東縣臺東市	吉泰路"
"臺東縣臺東市	吉祥街"
"臺東縣臺東市	吉祥路"
"臺東縣臺東市	吉福路"
"臺東縣臺東市	同樂街"
"臺東縣臺東市	安和路"
"臺東縣臺東市	安慶街"
